timestamp,container_name,cpu_percent,mem_percent,mem_rss_bytes,mem_cache_bytes,net_rx_bytes,net_tx_bytes,net_rx_packets,net_tx_packets,blk_read_bytes,blk_write_bytes,pids_count,process_count,connections_established,connections_listen,connections_time_wait,connections_close_wait,label
2026-05-05T11:59:37.756894,traffic_gen,6.4565,0.1045,0,0,3921,126,26,3,0,0,2,0,0,0,0,0,0
2026-05-05T11:59:37.756894,webserver,0.0067,0.0439,0,0,8851,126,75,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:37.756894,dns,0.0023,0.0438,0,0,9250,126,80,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:37.756894,victim,0.0041,0.0441,0,0,6410,126,51,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:37.756894,redis,0.047,0.0113,0,0,8393,126,68,3,0,0,5,0,0,0,0,0,0
2026-05-05T11:59:37.756894,db,7.1618,0.9769,0,0,8805,480,74,10,0,0,33,0,0,0,0,0,0
2026-05-05T11:59:37.756894,api,0.0,0.1305,0,0,4984,580,39,10,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:37.756894,fileshare,0.0,0.0014,0,0,9320,126,81,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:37.756894,postgres,0.0208,0.1879,0,0,8809,126,74,3,0,0,7,0,0,0,0,0,0
2026-05-05T11:59:37.756894,jumpbox,6.656,0.1656,0,0,10089840,22824,666,323,0,0,2,0,0,0,0,0,0
2026-05-05T11:59:45.887798,traffic_gen,6.371,0.1274,0,0,4194,126,28,3,0,0,2,0,0,0,0,0,0
2026-05-05T11:59:45.887798,fileshare,0.0,0.0014,0,0,9726,126,83,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:45.887798,victim,0.0028,0.0441,0,0,6886,126,54,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:45.887798,postgres,0.0249,0.1887,0,0,9285,126,77,3,0,0,7,0,0,0,0,0,0
2026-05-05T11:59:45.887798,dns,0.0039,0.0438,0,0,9726,126,83,3,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:45.887798,api,0.0,0.1315,0,0,5552,802,44,13,0,0,1,0,0,0,0,0,0
2026-05-05T11:59:45.887798,jumpbox,6.6473,0.1012,0,0,10090316,22824,669,323,0,0,2,0,0,0,0,0,0
