timestamp,container_name,cpu_percent,mem_percent,mem_rss_bytes,mem_cache_bytes,net_rx_bytes,net_tx_bytes,net_rx_packets,net_tx_packets,blk_read_bytes,blk_write_bytes,pids_count,process_count,connections_established,connections_listen,connections_time_wait,connections_close_wait,label
2026-05-05T03:22:32.047156,traffic_gen,0.0,0.333,0,0,14386316,316173,8783,4352,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:32.047156,redis,0.0144,0.009,0,0,8282,126,83,3,0,0,5,0,0,0,0,0,0
2026-05-05T03:22:32.047156,api,0.0009,0.1337,0,0,14885,11942,136,86,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:32.047156,dns,0.0009,0.0438,0,0,8136,126,80,3,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:32.047156,db,0.0092,1.243,0,0,16735,5981,142,49,0,0,28,0,0,0,0,0,0
2026-05-05T03:22:32.047156,postgres,0.0026,0.188,0,0,7990,126,77,3,0,0,7,0,0,0,0,0,0
2026-05-05T03:22:32.047156,fileshare,0.0,0.0013,0,0,8352,126,84,3,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:32.047156,victim,0.0119,0.0443,0,0,8550,1714,84,10,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:32.047156,jumpbox,0.0,0.2626,0,0,25048433,501805,14521,7433,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:32.047156,webserver,0.0009,0.0439,0,0,8088,126,80,3,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,api,0.0011,0.1344,0,0,16677,15499,155,97,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,traffic_gen,0.0,0.333,0,0,14391874,318224,8806,4375,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,webserver,0.0029,0.0441,0,0,8501,126,85,3,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,redis,0.0111,0.009,0,0,8695,126,88,3,0,0,5,0,0,0,0,0,0
2026-05-05T03:22:39.295641,fileshare,0.0,0.002,0,0,8695,126,88,3,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,postgres,0.0056,0.1882,0,0,8333,126,81,3,0,0,7,0,0,0,0,0,0
2026-05-05T03:22:39.295641,jumpbox,0.0,0.2626,0,0,25048776,501805,14525,7433,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,victim,0.0016,0.0443,0,0,9005,1756,90,11,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,dns,0.0013,0.0439,0,0,8479,126,84,3,0,0,1,0,0,0,0,0,0
2026-05-05T03:22:39.295641,db,0.0695,1.2433,0,0,17148,5981,147,49,0,0,28,0,0,0,0,0,0
