timestamp,container_name,cpu_percent,mem_percent,mem_rss_bytes,mem_cache_bytes,net_rx_bytes,net_tx_bytes,net_rx_packets,net_tx_packets,blk_read_bytes,blk_write_bytes,pids_count,process_count,connections_established,connections_listen,connections_time_wait,connections_close_wait,label
2026-05-05T06:19:43.343900,dns,0.2307,0.0439,0,0,18764,1440,277,23,0,0,2,0,0,0,0,0,1
2026-05-05T06:19:43.343900,traffic_gen,0.2858,0.3345,0,0,14471723,349099,10070,4819,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:43.343900,jumpbox,0.5354,0.2643,0,0,25246706,601164,17519,8866,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:43.343900,db,0.2434,1.243,0,0,26604,6716,329,57,0,0,29,0,0,0,0,0,1
2026-05-05T06:19:43.343900,redis,0.26,0.0082,0,0,16987,126,254,3,0,0,5,0,0,0,0,0,1
2026-05-05T06:19:43.343900,webserver,0.2397,0.044,0,0,17396,126,260,3,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:43.343900,postgres,0.2856,0.1892,0,0,16925,126,253,3,0,0,7,0,0,0,0,0,1
2026-05-05T06:19:43.343900,api,0.0015,0.2116,0,0,23552,22254,193,312,0,0,3,0,0,0,0,0,1
2026-05-05T06:19:43.343900,fileshare,0.2567,0.0017,0,0,16841,126,251,3,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:43.343900,victim,0.2527,0.0447,0,0,21689,7058,311,54,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:47.782543,dns,0.0009,0.045,0,0,18880,1536,279,25,0,0,2,0,0,0,0,0,1
2026-05-05T06:19:47.782543,redis,0.0087,0.009,0,0,17029,126,255,3,0,0,5,0,0,0,0,0,1
2026-05-05T06:19:47.782543,traffic_gen,0.1671,0.3355,0,0,14471819,349215,10072,4821,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:47.782543,jumpbox,0.0,0.2625,0,0,25246748,601164,17520,8866,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:47.782543,postgres,0.0026,0.1883,0,0,16967,126,254,3,0,0,7,0,0,0,0,0,1
2026-05-05T06:19:47.782543,fileshare,0.0,0.0015,0,0,16953,126,253,3,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:47.782543,victim,0.0013,0.0445,0,0,21731,7058,312,54,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:47.782543,db,0.0044,1.243,0,0,26716,6716,331,57,0,0,29,0,0,0,0,0,1
2026-05-05T06:19:47.782543,webserver,0.001,0.0439,0,0,17438,126,261,3,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:47.782543,api,0.0015,0.2099,0,0,23594,22254,194,312,0,0,3,0,0,0,0,0,1
2026-05-05T06:19:51.990542,api,0.4717,0.2161,0,0,26692,27543,233,407,0,0,3,0,0,0,0,0,1
2026-05-05T06:19:51.990542,postgres,0.0024,0.1919,0,0,20987,1146,328,12,0,0,7,0,0,0,0,0,1
2026-05-05T06:19:51.990542,redis,0.0172,0.0098,0,0,22131,1833,343,24,0,0,5,0,0,0,0,0,1
2026-05-05T06:19:51.990542,jumpbox,0.0,0.2625,0,0,25249885,601164,17583,8866,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:51.990542,fileshare,0.0,0.0014,0,0,20908,816,327,16,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:51.990542,db,0.0054,1.243,0,0,29783,6716,393,57,0,0,29,0,0,0,0,0,1
2026-05-05T06:19:51.990542,traffic_gen,0.1768,0.336,0,0,14475976,350182,10144,4834,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:51.990542,dns,0.0005,0.0439,0,0,22059,1578,343,26,0,0,2,0,0,0,0,0,1
2026-05-05T06:19:51.990542,victim,0.0005,0.0445,0,0,24868,7058,375,54,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:51.990542,webserver,0.0006,0.0439,0,0,20505,126,323,3,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:57.263544,victim,0.0009,0.0447,0,0,26086,7058,404,54,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:57.263544,webserver,0.0006,0.044,0,0,22065,308,357,6,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:57.263544,jumpbox,0.0,0.2629,0,0,25251103,601164,17612,8866,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:57.263544,redis,0.0056,0.0099,0,0,23349,1833,372,24,0,0,5,0,0,0,0,0,1
2026-05-05T06:19:57.263544,api,0.2139,0.2132,0,0,26776,28761,235,436,0,0,3,0,0,0,0,0,1
2026-05-05T06:19:57.263544,dns,0.0007,0.0441,0,0,23277,1578,372,26,0,0,2,0,0,0,0,0,1
2026-05-05T06:19:57.263544,traffic_gen,0.0,0.3337,0,0,14477376,350538,10176,4840,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:57.263544,fileshare,0.0,0.0021,0,0,22168,858,357,17,0,0,1,0,0,0,0,0,1
2026-05-05T06:19:57.263544,db,0.004,1.243,0,0,31001,6716,422,57,0,0,29,0,0,0,0,0,1
2026-05-05T06:19:57.263544,postgres,0.0017,0.1931,0,0,22247,1188,358,13,0,0,7,0,0,0,0,0,1
2026-05-05T06:20:02.441092,traffic_gen,0.0,0.3348,0,0,14478134,351461,10185,4851,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:02.441092,postgres,0.0027,0.1927,0,0,23381,1188,385,13,0,0,7,0,0,0,0,0,1
2026-05-05T06:20:02.441092,webserver,0.0009,0.044,0,0,23241,350,385,7,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:02.441092,fileshare,0.0,0.0021,0,0,23302,858,384,17,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:02.441092,jumpbox,0.9299,0.266,0,0,25255079,605315,17656,8885,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:02.441092,victim,0.0093,0.0445,0,0,28306,7858,446,68,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:02.441092,redis,0.0178,0.0086,0,0,24483,1833,399,24,0,0,5,0,0,0,0,0,1
2026-05-05T06:20:02.441092,db,0.0081,1.243,0,0,33016,7432,459,65,0,0,29,0,0,0,0,0,1
2026-05-05T06:20:02.441092,dns,0.0008,0.0439,0,0,24411,1578,399,26,0,0,2,0,0,0,0,0,1
2026-05-05T06:20:02.441092,api,0.8691,0.2601,0,0,27576,30981,249,478,0,0,300,0,0,0,0,0,1
2026-05-05T06:20:07.647023,traffic_gen,0.0,0.3348,0,0,14489706,357079,10302,4884,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:07.647023,webserver,0.0006,0.0439,0,0,25509,350,439,7,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:07.647023,dns,0.0006,0.0445,0,0,26679,1578,453,26,0,0,2,0,0,0,0,0,1
2026-05-05T06:20:07.647023,jumpbox,0.0,0.2625,0,0,25260123,609334,17726,8902,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:07.647023,postgres,0.0028,0.1921,0,0,25649,1188,439,13,0,0,7,0,0,0,0,0,1
2026-05-05T06:20:07.647023,db,0.0042,1.2431,0,0,35284,7432,513,65,0,0,29,0,0,0,0,0,1
2026-05-05T06:20:07.647023,victim,0.0041,0.0445,0,0,30616,7900,501,69,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:07.647023,fileshare,0.0,0.0014,0,0,25570,858,438,17,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:07.647023,api,0.0012,0.2122,0,0,27618,33291,250,533,0,0,3,0,0,0,0,0,1
2026-05-05T06:20:07.647023,redis,0.0089,0.0102,0,0,26751,1833,453,24,0,0,5,0,0,0,0,0,1
2026-05-05T06:20:12.940659,api,0.0017,0.2117,0,0,27618,33291,250,533,0,0,3,0,0,0,0,0,1
2026-05-05T06:20:12.940659,postgres,0.0026,0.1919,0,0,26741,1188,465,13,0,0,7,0,0,0,0,0,1
2026-05-05T06:20:12.940659,jumpbox,0.0,0.263,0,0,25264171,613485,17770,8921,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:12.940659,fileshare,0.0,0.0014,0,0,27550,1506,476,29,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:12.940659,redis,0.0093,0.0113,0,0,28929,2567,494,37,0,0,5,0,0,0,0,0,1
2026-05-05T06:20:12.940659,dns,0.0006,0.0439,0,0,27771,1578,479,26,0,0,2,0,0,0,0,0,1
2026-05-05T06:20:12.940659,webserver,0.0022,0.0447,0,0,28773,1860,495,34,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:12.940659,victim,0.0024,0.0445,0,0,31708,7900,527,69,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:12.940659,db,0.0055,1.2439,0,0,37462,8244,554,78,0,0,29,0,0,0,0,0,1
2026-05-05T06:20:12.940659,traffic_gen,0.0,0.334,0,0,14494949,360035,10347,4902,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:18.130564,traffic_gen,0.0,0.334,0,0,14497049,360035,10397,4902,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:18.130564,jumpbox,0.0,0.2629,0,0,25266271,613485,17820,8921,0,0,1,0,0,0,0,0,1
2026-05-05T06:20:18.130564,postgres,0.0018,0.1927,0,0,28841,1188,515,13,0,0,7,0,0,0,0,0,1
2026-05-05T06:20:18.130564,fileshare,0.0,0.0014,0,0,29762,1548,528,30,0,0,1,0,0,0,0,0,1
